doc_id,sentence_id,token_id,token,pos,head_token_id,dep_rel,previous_token,previous_pos,intensified,movie,text,genero
text7919,1,3,honesta,ADJ,7,advcl,ser,AUX,0,porco,"Para ser honesta, realmente estaba asustada. Mis rodillas están",femenino
text7919,1,7,asustada,ADJ,7,ROOT,estaba,AUX,0,porco,"Para ser honesta, realmente estaba asustada. Mis rodillas están",femenino
text7929,2,3,mal,ADJ,4,amod,un,DET,0,porco,Debí haber aumentado las cuentas. Hicimos un mal negocio.,neutral
text7953,1,6,furioso,ADJ,5,amod,mar,NOUN,0,porco,Paggot aterrizó en un mar furioso para salvar la vida de un piloto,masculino
text7960,1,10,nuevo,ADJ,9,fixed,de,ADP,0,porco,en una rana y una princesa lo volvió de nuevo a humano besándolo.,masculino
text7962,2,4,importante,ADJ,3,amod,algo,PRON,0,porco,Necia. Guárdalo para algo importante!,femenino
text7966,1,7,bonita,ADJ,6,amod,chica,NOUN,0,porco,"Por supuesto, eres una chica bonita. Viéndote me haces desear ser",femenino
text7967,1,1,humano,ADJ,1,ROOT,ser,AUX,0,porco,humano de nuevo.,masculino
text7967,1,3,nuevo,ADJ,2,fixed,de,ADP,0,porco,humano de nuevo.,masculino
text7968,1,3,buena,ADJ,4,amod,una,DET,0,porco,Se una buena niña y ve a dormir.,femenino
text7972,2,5,último,ADJ,6,amod,el,DET,0,porco,Una historia? Bueno... era el último verano de la guerra. Estabamos,masculino
text7973,1,7,usual,ADJ,8,amod,nuestra,DET,0,porco,"volando sobre el Adriático en nuestra usual patrulla, apuntando hacia",neutral
text7976,1,1,suficiente,ADJ,2,amod,tuvo,VERB,0,porco,"suficiente permiso, así que regresó a la batalla justo después de la",neutral
text7981,3,6,único,ADJ,8,amod,el,DET,0,porco,"mi amigo. Al final, era el único que quedó de mi unidad. Pero el",masculino
text7982,2,3,desesperados,ADJ,2,amod,esfuerzos,NOUN,0,porco,enemigo nunca dejó de perseguirme. Hice esfuerzos desesperados por,masculino
text7984,3,10,blanco,ADJ,9,obj,volvió,VERB,0,porco,"que iba a morir. De repente, todo ante mis ojos se volvió blanco.",masculino
text7988,2,1,debido,ADJ,3,case,.,PUNCT,0,porco,Talvés era más como estar en el centro de la luz. Debido a la,masculino
text7989,1,1,extraña,ADJ,2,amod,la,DET,0,porco,"extraña luz, me tomó un rato comprender que estaba en una nube.",femenino
text7990,1,2,exhausto,ADJ,2,ROOT,estaba,AUX,0,porco,"Estaba exhausto, y no me quedaban fuerzas para volar. Mi avión",masculino
text7995,2,3,calmado,ADJ,3,ROOT,increíblemente,ADV,1,porco,"Sí. Estaba increíblemente calmado, y el cielo era realmente",masculino
text7996,1,1,hermoso,ADJ,1,ROOT,realmente,ADV,1,porco,hermoso. Lejos sobre mi había una línea de extrañas nubes.,masculino
text7996,3,8,extrañas,ADJ,9,amod,de,ADP,0,porco,hermoso. Lejos sobre mi había una línea de extrañas nubes.,femenino
text7998,1,4,vivo,ADJ,4,ROOT,estás,AUX,0,porco,"Berneldi, estás vivo, cierto! Berneldi, espera! A dónde vas?!",masculino
text7998,1,6,cierto,ADJ,4,advmod,",",PUNCT,0,porco,"Berneldi, estás vivo, cierto! Berneldi, espera! A dónde vas?!",masculino
text7999,2,6,sola,ADJ,3,obj,gina,PROPN,0,porco,"Berneldi, no vayas! Vas a dejar a Gina sola?! Yo iré en tu lugar!",femenino
text8002,1,3,solo,ADJ,1,iobj,",",PUNCT,0,porco,"tocándolo, solo.",masculino
text8004,1,10,cierto,ADJ,8,dep,",",PUNCT,0,porco,"Dios dijo que aún no era tu hora, cierto?",masculino
text8006,1,9,solo,ADJ,8,obj,volaría,VERB,0,porco,"Creo que estaba diciéndome que en adelante volaría solo, para",masculino
text8009,1,5,correcto,ADJ,5,ROOT,sido,AUX,0,porco,"Eso no habría sido correcto, porque tu eres un buen tipo!",masculino
text8009,1,11,buen,ADJ,12,amod,un,DET,0,porco,"Eso no habría sido correcto, porque tu eres un buen tipo!",neutral
text8011,1,3,bueno,ADJ,2,amod,tipos,NOUN,0,porco,"Los tipos bueno fueron los que murieron. Además, lo que ví puede",masculino
text8013,1,2,maldito,ADJ,3,amod,ese,DET,0,porco,"Ese maldito chatarrero, me vendió cartuchos oxidados.",masculino
text8013,1,8,oxidados,ADJ,7,amod,cartuchos,NOUN,0,porco,"Ese maldito chatarrero, me vendió cartuchos oxidados.",masculino
text8015,1,2,contenta,ADJ,2,ROOT,estoy,AUX,0,porco,Estoy contenta de hayas vuelto a vivir porque tu me gustas.,femenino
text8021,1,11,binoculares,ADJ,1,appos,",",PUNCT,0,porco,"8 a 7, 8 a 7, helado, binoculares...",neutral
text8025,1,1,retrasados,ADJ,1,ROOT,rosso,PROPN,0,porco,Retrasados. Convirtieron esto en una fiesta.,masculino
text8030,1,10,secreta,ADJ,9,amod,policía,NOUN,0,porco,"Gángsteres, piratas, contrabandistas, espías y policía secreta.",femenino
text8031,1,5,respetables,ADJ,4,amod,personas,NOUN,0,porco,Pueden haber algunas personas respetables.,neutral
text8038,1,1,especiales,ADJ,1,ROOT,reglas,NOUN,0,porco,"especiales, pero a quién pelee sucio se le dará bola negra para",neutral
text8038,1,7,sucio,ADJ,6,obj,pelee,VERB,0,porco,"especiales, pero a quién pelee sucio se le dará bola negra para",masculino
text8038,1,12,negra,ADJ,11,amod,bola,NOUN,0,porco,"especiales, pero a quién pelee sucio se le dará bola negra para",femenino
text8065,2,3,límpio,ADJ,2,obj,permanecer,VERB,0,porco,De ningún modo. Quiero permanecer límpio.,masculino
text8067,1,4,rudo,ADJ,2,amod,más,ADV,1,porco,Qué tipo más rudo.,masculino
text8070,2,7,juntos,ADJ,6,obj,crecer,VERB,0,porco,No te preocupes. Mi mamá me dijo que crecer juntos es mejor que,masculino
text8070,2,9,mejor,ADJ,4,ccomp,es,AUX,0,porco,No te preocupes. Mi mamá me dijo que crecer juntos es mejor que,femenino
text8071,1,3,primera,ADJ,2,fixed,a,ADP,0,porco,amor a primera vista.,femenino
text8085,1,11,negro,ADJ,10,amod,avión,NOUN,0,porco,"Si el vuelo termina en 3 minutos, el avión negro tiene la",masculino
text8088,1,3,grandiosos,ADJ,3,ROOT,es,AUX,0,porco,Esto es grandiosos. Deberíamos conseguirlos para que hagan esto,masculino
text8093,1,3,geniales,ADJ,3,ROOT,son,AUX,0,porco,Ellos son geniales...,neutral
text8100,2,10,alto,ADJ,8,amod,más,ADV,0,porco,"Préstame esos. Porco, que estás haciendo! Un ángulo más alto!",masculino
text8102,2,3,difícil,ADJ,3,ROOT,más,ADV,1,porco,Él comerá balas si sube si cabeza ahora. Es más difícil de darle,neutral
text8119,1,4,trabada,ADJ,4,ROOT,está,AUX,0,porco,Su ametralladora está trabada!?,femenino
text8128,1,3,asustado,ADJ,3,ROOT,muy,ADV,1,porco,estar muy asustado. Lo tienes! Dispara! Aún no dispara todavía....,masculino
text8133,1,5,confiado,ADJ,5,ROOT,muy,ADV,1,porco,Ese tipo está muy confiado.,masculino
text8137,2,6,rota,ADJ,1,advcl,está,AUX,0,porco,Me estás fastidiando o qué? Ven y dispara! Está rota tu arma?,femenino
text8156,1,2,impresionado,ADJ,2,ROOT,estoy,AUX,0,porco,Estoy impresionado.,masculino
text8159,1,2,listo,ADJ,2,ROOT,estoy,AUX,0,porco,"Estoy listo para ir, pero si ella no se apresura, la pelea se",masculino
text8167,1,2,estúpida,ADJ,3,amod,parar,VERB,0,porco,Parar estúpida pelea.,femenino
text8172,1,3,fuertes,ADJ,3,ROOT,son,AUX,0,porco,Ambos son fuertes.,neutral
text8186,1,1,acabado,ADJ,1,ROOT,está,AUX,0,porco,acabado!,masculino
text8188,2,1,trabado,ADJ,1,ROOT,....,PUNCT,0,porco,Ups.... Trabado....,masculino
text8191,2,1,trabado,ADJ,1,ROOT,...,PUNCT,0,porco,Ups... Trabado también.,masculino
text8193,1,14,roto,ADJ,7,advcl,está,AUX,0,porco,"Tú, idiota! Se te acabó la munición! Maldición, está roto.",masculino
text8207,1,4,apestoso,ADJ,3,amod,cerdo,NOUN,0,porco,"Tú, cerdo apestoso!",masculino
text8219,1,4,estúpido,ADJ,3,amod,cerdo,NOUN,0,porco,"Cállate, cerdo estúpido.",masculino
text8230,1,2,gordo,ADJ,1,amod,cerdo,NOUN,0,porco,Cerdo gordo!,masculino
text8234,1,5,desnudas,ADJ,4,amod,manos,NOUN,0,porco,Ven con tus manos desnudas!,femenino
text8242,1,2,sucio,ADJ,1,obj,peleas,VERB,0,porco,"Peleas sucio, cerdo!",masculino
text8248,1,2,podrida,ADJ,1,amod,papa,NOUN,0,porco,Papa podrida!,femenino
text8254,2,5,abiertas,ADJ,5,ROOT,están,AUX,0,porco,Tomando apuestas. Las apuestas aún están abiertas! La alianza es,femenino
text8260,1,5,rápido,ADJ,3,advmod,más,ADV,1,porco,No puede volar más rápido?,masculino
text8262,1,3,imposible,ADJ,3,ROOT,es,AUX,0,porco,Eso es imposible. WL mootr podría explotar.,neutral
text8264,1,5,voladores,ADJ,4,amod,botes,NOUN,0,porco,Los pilotos de botes voladores son todos estúpidos...,neutral
text8264,1,8,estúpidos,ADJ,8,ROOT,todos,DET,0,porco,Los pilotos de botes voladores son todos estúpidos...,masculino
text8269,1,7,siguiente,ADJ,8,amod,el,DET,0,porco,Lo voy a noquear en el siguiente asalto.,neutral
text8275,1,6,prensado,ADJ,5,amod,jamón,NOUN,0,porco,Te haré prosciutto [jamón prensado]!,masculino
text8277,1,3,véncelo,ADJ,3,ROOT,!,PUNCT,0,porco,"Vamos! Véncelo. Gancho arriba, ganchom arriba. Apunta al cuerpo.",masculino
text8280,1,2,sexual,ADJ,1,amod,maniático,NOUN,0,porco,Maniático sexual!,neutral
text8282,1,5,sexual,ADJ,4,amod,maniático,NOUN,0,porco,Tu eres el maniático sexual! Seduces a todas las mujeres a tu,neutral
text8305,2,4,italiana,ADJ,2,amod,aérea,PROPN,0,porco,Puedo verlos. La Fuerza Aérea italiana no ha llegado aún.,femenino
text8308,1,3,sucio,ADJ,4,amod,un,DET,0,porco,Eres un sucio mentiroso.,masculino
text8321,1,5,primero,ADJ,8,amod,el,DET,0,porco,El ganador es el primero que se pare.,masculino
text8331,2,3,infeliz,ADJ,2,obj,hacer,VERB,0,porco,"Marco, Marco, puedes oírme? Quieres hacer infeliz a otra chica?",neutral
text8346,2,4,italiana,ADJ,2,amod,aérea,PROPN,0,porco,La fiesta terminó. La Fuerza Aérea italiana estará pronto aquí.,femenino
text8358,1,4,buena,ADJ,5,amod,una,DET,0,porco,Convierte en una buena ingeniera de botes voladores. Adiós!,femenino
text8358,1,8,voladores,ADJ,7,amod,botes,NOUN,0,porco,Convierte en una buena ingeniera de botes voladores. Adiós!,neutral
text8363,1,2,próxima,ADJ,3,amod,la,DET,0,porco,"La próxima vez te lo propondré formalmente, no como una apuesta.",femenino
text8371,2,4,respetable,ADJ,3,amod,mundo,NOUN,0,porco,"Gina. Regrésala al mundo respetable, por favor.",neutral
text8379,1,4,italiana,ADJ,2,amod,aérea,PROPN,0,porco,La Fuerza Aérea italiana viene en camino.,femenino
text8389,1,3,aérea,ADJ,2,amod,fuerza,NOUN,0,porco,"La fuerza aérea italiana llegó para no encontrar nada. Yo regresé a Milán, pero nunca vi a Porco de nuevo. En vez de eso, nos hicimos buenos amigos con Gina. Han habido guerras y caos desde entonces, pero nuestra amistad ha continuado. Después de que tomé la compañía 'Piccolo', me hice la regla de pasar las vacaciones de verano en el Hotel Adriano. Gina se ha vuelta más hermosa con los años. La vieja banda aún la vista regularmente. Oh, y el Sr. Curtis, me escribe a veces, aunque todavía no es el presidente de los Estados Unidos. Él dice que anhela ese verano en el Adriático. Y en cuanto a que pasó con la apuesta de Gina, ése es nuestro secreto.",femenino
text8389,1,4,italiana,ADJ,2,amod,aérea,ADJ,0,porco,"La fuerza aérea italiana llegó para no encontrar nada. Yo regresé a Milán, pero nunca vi a Porco de nuevo. En vez de eso, nos hicimos buenos amigos con Gina. Han habido guerras y caos desde entonces, pero nuestra amistad ha continuado. Después de que tomé la compañía 'Piccolo', me hice la regla de pasar las vacaciones de verano en el Hotel Adriano. Gina se ha vuelta más hermosa con los años. La vieja banda aún la vista regularmente. Oh, y el Sr. Curtis, me escribe a veces, aunque todavía no es el presidente de los Estados Unidos. Él dice que anhela ese verano en el Adriático. Y en cuanto a que pasó con la apuesta de Gina, ése es nuestro secreto.",femenino
text8389,2,12,nuevo,ADJ,11,fixed,de,ADP,0,porco,"La fuerza aérea italiana llegó para no encontrar nada. Yo regresé a Milán, pero nunca vi a Porco de nuevo. En vez de eso, nos hicimos buenos amigos con Gina. Han habido guerras y caos desde entonces, pero nuestra amistad ha continuado. Después de que tomé la compañía 'Piccolo', me hice la regla de pasar las vacaciones de verano en el Hotel Adriano. Gina se ha vuelta más hermosa con los años. La vieja banda aún la vista regularmente. Oh, y el Sr. Curtis, me escribe a veces, aunque todavía no es el presidente de los Estados Unidos. Él dice que anhela ese verano en el Adriático. Y en cuanto a que pasó con la apuesta de Gina, ése es nuestro secreto.",masculino
text8389,3,8,buenos,ADJ,9,amod,hicimos,VERB,0,porco,"La fuerza aérea italiana llegó para no encontrar nada. Yo regresé a Milán, pero nunca vi a Porco de nuevo. En vez de eso, nos hicimos buenos amigos con Gina. Han habido guerras y caos desde entonces, pero nuestra amistad ha continuado. Después de que tomé la compañía 'Piccolo', me hice la regla de pasar las vacaciones de verano en el Hotel Adriano. Gina se ha vuelta más hermosa con los años. La vieja banda aún la vista regularmente. Oh, y el Sr. Curtis, me escribe a veces, aunque todavía no es el presidente de los Estados Unidos. Él dice que anhela ese verano en el Adriático. Y en cuanto a que pasó con la apuesta de Gina, ése es nuestro secreto.",masculino
text8389,6,6,hermosa,ADJ,4,obj,más,ADV,1,porco,"La fuerza aérea italiana llegó para no encontrar nada. Yo regresé a Milán, pero nunca vi a Porco de nuevo. En vez de eso, nos hicimos buenos amigos con Gina. Han habido guerras y caos desde entonces, pero nuestra amistad ha continuado. Después de que tomé la compañía 'Piccolo', me hice la regla de pasar las vacaciones de verano en el Hotel Adriano. Gina se ha vuelta más hermosa con los años. La vieja banda aún la vista regularmente. Oh, y el Sr. Curtis, me escribe a veces, aunque todavía no es el presidente de los Estados Unidos. Él dice que anhela ese verano en el Adriático. Y en cuanto a que pasó con la apuesta de Gina, ése es nuestro secreto.",femenino
text8389,7,2,vieja,ADJ,3,amod,la,DET,0,porco,"La fuerza aérea italiana llegó para no encontrar nada. Yo regresé a Milán, pero nunca vi a Porco de nuevo. En vez de eso, nos hicimos buenos amigos con Gina. Han habido guerras y caos desde entonces, pero nuestra amistad ha continuado. Después de que tomé la compañía 'Piccolo', me hice la regla de pasar las vacaciones de verano en el Hotel Adriano. Gina se ha vuelta más hermosa con los años. La vieja banda aún la vista regularmente. Oh, y el Sr. Curtis, me escribe a veces, aunque todavía no es el presidente de los Estados Unidos. Él dice que anhela ese verano en el Adriático. Y en cuanto a que pasó con la apuesta de Gina, ése es nuestro secreto.",femenino
text8393,1,1,revisado,ADJ,1,ROOT,gordon,PROPN,0,porco,REVISADO POR: Pascal Janin,masculino
text8395,1,2,siguiente,ADJ,5,nsubj,la,DET,0,porco,"La siguiente es la canción de cabaret de Gina, más la traducción",neutral
text8413,1,3,ouverte,ADJ,1,amod,plaie,PROPN,0,porco,Une plaie ouverte.,neutral
text8415,1,2,traducido,ADJ,2,ROOT,(,PUNCT,0,porco,"(Traducido al inglés por Adrienne, Sarah y Gordon; revisado por Pascal Janin;",masculino
text8415,1,12,revisado,ADJ,2,advmod,;,PUNCT,0,porco,"(Traducido al inglés por Adrienne, Sarah y Gordon; revisado por Pascal Janin;",masculino
text8416,1,1,traducido,ADJ,7,amod,;,PUNCT,0,porco,traducido al español por Andrés Martínez),masculino
text8418,1,2,alegre,ADJ,3,amod,el,DET,0,porco,el alegre ruiseñor y el mirlo burlón celebrarán!,neutral
text8418,1,7,burlón,ADJ,6,amod,mirlo,NOUN,0,porco,el alegre ruiseñor y el mirlo burlón celebrarán!,neutral
text8419,1,3,bonitas,ADJ,2,amod,chicas,NOUN,0,porco,Las chicas bonitas tendrán tonterías en sus mentes,femenino
text8422,1,3,burlón,ADJ,2,amod,mirlo,PROPN,0,porco,el mirlo burlón silbará mucho mejor!,neutral
text8422,1,6,mejor,ADJ,4,advmod,mucho,ADV,1,porco,el mirlo burlón silbará mucho mejor!,femenino
text8423,1,4,corto,ADJ,4,ROOT,muy,ADV,1,porco,"Pero es muy corto el tiempo de los cerezos,",masculino
text8424,1,5,despierto,ADJ,4,obj,soñando,VERB,0,porco,cuando uno va soñando despierto para recoger,masculino
text8428,1,4,corto,ADJ,4,ROOT,muy,ADV,1,porco,"Pero es muy corto el tiempo de los cerezos,",masculino
text8432,1,3,abierta,ADJ,2,amod,herida,NOUN,0,porco,una herida abierta.,femenino
text8438,1,2,siguiente,ADJ,5,nsubj,la,DET,0,porco,La siguiente es la traducción de la canción final.,neutral
text8438,1,9,final,ADJ,8,amod,canción,NOUN,0,porco,La siguiente es la traducción de la canción final.,neutral
text8464,1,9,viejos,ADJ,10,amod,los,DET,0,porco,"DE VEZ EN CUANDO, HABLA DE LOS VIEJOS TIEMPOS",masculino
text8465,1,1,traducido,ADJ,1,ROOT,tiempos,NOUN,0,porco,"Traducido al inglés por Deborah Goldsmith y Lee Collins, 27 de julio de 1993",masculino
text8466,1,1,traducido,ADJ,1,ROOT,1993,NUM,0,porco,"Traducido al español por Andrés Martínez, 21 de octubre del 2001",masculino
text8467,1,1,compuesta,ADJ,8,amod,2001,NUM,0,porco,Compuesta y cantada por Katou Tokiko / Arreglos por Sugano (???Sugeno) Youko /,femenino
text8467,1,3,cantada,ADJ,1,conj,y,CCONJ,0,porco,Compuesta y cantada por Katou Tokiko / Arreglos por Sugano (???Sugeno) Youko /,femenino
text8469,1,10,viejos,ADJ,11,amod,los,DET,0,porco,"De vez en cuando, podemos hablar de los viejos tiempos?",masculino
text8470,1,3,familiar,ADJ,2,amod,tienda,NOUN,0,porco,Esa tienda familiar shop que visitábamos tan a menudo,neutral
text8472,1,8,entero,ADJ,7,amod,día,NOUN,0,porco,Una taza de café para un día entero,masculino
text8473,1,4,inadvertido,ADJ,1,obj,un,DET,0,porco,"Buscando imprudentemente un inadvertido mañana,",masculino
text8475,1,1,soplado,ADJ,1,ROOT,esperanzas,NOUN,0,porco,"Soplado por el viento caliente de esa era incierta,",masculino
text8475,1,5,caliente,ADJ,4,amod,viento,NOUN,0,porco,"Soplado por el viento caliente de esa era incierta,",neutral
text8475,1,9,incierta,ADJ,8,amod,era,NOUN,0,porco,"Soplado por el viento caliente de esa era incierta,",femenino
text8481,1,3,pequeña,ADJ,4,amod,una,DET,0,porco,"A una pequeña pensión, nos mudamos,",femenino
text8482,1,2,molestos,ADJ,2,ROOT,eramos,AUX,0,porco,"eramos molestos hasta la mañana, y entonces dormíamos",masculino
text8485,1,5,restante,ADJ,4,amod,fotografía,NOUN,0,porco,Mira en la fotografía restante,neutral
text8486,1,3,barbado,ADJ,2,amod,compañero,NOUN,0,porco,El compañero barbado eres tú,masculino
text8491,1,10,inacabado,ADJ,9,amod,sueño,NOUN,0,porco,"Aún ahora, como entonces, rastreando un sueño inacabado",masculino
text8519,1,8,realizada,ADJ,4,amod,",",PUNCT,0,totoro,"Esta es la traducción al español, realizada por Andrés Martínez, del",femenino
text8521,1,1,basado,ADJ,1,ROOT,",",PUNCT,0,totoro,basado en el script encontrado en la página Nausicaa.Net.,masculino
text8521,1,5,encontrado,ADJ,4,amod,script,NOUN,0,totoro,basado en el script encontrado en la página Nausicaa.Net.,masculino
text8527,2,11,prohibida,ADJ,11,ROOT,está,AUX,0,totoro,Animart. La reproducción de toda o una parte por lucro está prohibida.,femenino
text8533,1,2,compuesta,ADJ,1,amod,música,NOUN,0,totoro,Música compuesta por Joe Hisaishi,femenino
text8534,1,7,dedicada,ADJ,2,amod,",",PUNCT,0,totoro,"Una traducción de Nikaku Animart, dedicada al Indianapolis-Dayton",femenino
text8541,1,11,enferma,ADJ,5,amod,",",PUNCT,0,totoro,"SRA. KUSAKABE: Madre de Mei y Satsuki, enferma en el hospital",femenino
text8547,1,4,personales,ADJ,3,amod,pronombres,NOUN,0,totoro,"sin utilizar pronombres personales; al realizar la traducción, dejé",neutral
text8550,1,5,japonesa,ADJ,4,amod,campiña,NOUN,0,totoro,(En la campiña japonesa),femenino
text8552,1,8,cansada,ADJ,8,ROOT,estás,AUX,0,totoro,"Padre: Oh, gracias. Estás cansada?",femenino
text8559,4,4,común,ADJ,2,amod,muy,ADV,1,totoro,llegado. Yoroshiku Onegai Shimasu. (Expresión muy común.,neutral
text8560,1,1,traducida,ADJ,6,amod,.,PUNCT,0,totoro,"Traducida no muy exactamente, significa 'Su favor es solicitado",femenino
text8569,2,5,nuevo,ADJ,4,fixed,de,ADP,0,totoro,"Satsuki: Peces. Ves, saltan de nuevo.",masculino
text8571,1,6,hermoso,ADJ,1,acl,es,AUX,0,totoro,"Satsuki: Papá, es hermoso! Un tunel de árboles. Ah, esa casa?",masculino
text8574,1,5,vieja,ADJ,1,acl,bastante,ADV,1,totoro,Satsuki: Es bastante vieja.,femenino
text8575,1,3,vieja,ADJ,1,amod,:,PUNCT,0,totoro,Mei: Vieja!,femenino
text8576,1,6,embrujada,ADJ,5,amod,casa,NOUN,0,totoro,Satsuki: Parece una casa embrujada!,femenino
text8578,1,4,podrido,ADJ,1,acl,está,AUX,0,totoro,Satsuki: Está podrido.,masculino
text8580,2,3,grande,ADJ,3,ROOT,es,AUX,0,totoro,"Satsuki: Mei, mira! Allá....No es grande?",neutral
text8581,1,7,inmenso,ADJ,6,amod,árbol,NOUN,0,totoro,"Satsuki: Papá, un árbol inmenso!",masculino
text8582,1,3,cierto,ADJ,7,advmod,:,PUNCT,0,totoro,"Padre: Cierto, es un árbol de alcanfor.",masculino
text8598,1,8,mejores,ADJ,1,acl,son,AUX,0,totoro,"Mei: No, las ardillas son mejores.",neutral
text8603,1,5,capaz,ADJ,1,acl,ser,AUX,0,totoro,Padre: Debes ser capaz de encontrarla.,neutral
text8618,1,3,bueno,ADJ,1,appos,:,PUNCT,0,totoro,Satsuki: Bueno?,masculino
text8619,2,7,negro,ADJ,6,appos,palabra,NOUN,0,totoro,"Padre: Deben ser ""Mak-kuro Kurosuke"". (Un juego con la palabra negro (kuro).",masculino
text8620,1,4,puro,ADJ,3,amod,negro,NOUN,0,totoro,Mak-Kuro significa negro puro o negrísimo y Kurosuke significa,masculino
text8620,1,6,negrísimo,ADJ,4,conj,o,CCONJ,0,totoro,Mak-Kuro significa negro puro o negrísimo y Kurosuke significa,masculino
text8623,2,9,hermosos,ADJ,7,amod,tan,ADV,1,totoro,Padre: Deben ser...Los fantasmas no saldrían en un día tan hermosos como,masculino
text8624,3,8,oscuro,ADJ,7,amod,lugar,NOUN,0,totoro,"este. Cuando de repente entra a un lugar oscuro luz de sol brillante,",masculino
text8624,3,12,brillante,ADJ,11,amod,sol,NOUN,0,totoro,"este. Cuando de repente entra a un lugar oscuro luz de sol brillante,",neutral
text8625,1,2,negras,ADJ,1,amod,motas,NOUN,0,totoro,motas negras aparecen frente a tus ojos.,femenino
text8629,1,1,segundo,ADJ,2,amod,al,ADP,0,totoro,"segundo piso? Vamos, encontremos las escaleras y abramos las ventanas",masculino
text8640,2,3,negrísimo,ADJ,3,ROOT,un,DET,0,totoro,"Satsuki: Mei, los encontré.....Es un negrísimo.",masculino
text8648,1,5,grandioso,ADJ,1,acl,es,AUX,0,totoro,"Padre: Eso es grandioso! Desde que era un niño, he querido vivir en",masculino
text8649,1,2,embrujada,ADJ,1,amod,casa,NOUN,0,totoro,casa embrujada! Uups!,femenino
text8658,1,7,vecina,ADJ,6,amod,señora,NOUN,0,totoro,Padre: Esta es la señora vecina que cuida esta casa. Vino a ayudarnos,femenino
text8661,2,2,lindas,ADJ,3,amod,que,SCONJ,0,totoro,"Abuela: Como están? Que lindas niñas. Si hubiera tenido tiempo,",femenino
text8663,1,6,suficiente,ADJ,5,obj,hecho,VERB,0,totoro,Padre: Ya ha hecho suficiente.,neutral
text8664,1,5,ocupados,ADJ,1,acl,muy,ADV,1,totoro,"Abuela: Estamos muy ocupados en los campos ahora, pero limpié un poco,",masculino
text8666,1,8,negras,ADJ,1,acl,están,AUX,0,totoro,"Satsuki: Mei, tus manos están negras! Qué pasó?",femenino
text8668,2,7,negros,ADJ,7,ROOT,están,AUX,0,totoro,"Satsuki: Oh, Mei, tus pies...Oh, los míos también están negros!",masculino
text8672,1,7,viejas,ADJ,8,amod,en,ADP,0,totoro,"Abuela: Sí, viven en viejas casas vacías, y hacen polvo aquí y allá. Yo",femenino
text8672,1,9,vacías,ADJ,8,amod,casas,NOUN,0,totoro,"Abuela: Sí, viven en viejas casas vacías, y hacen polvo aquí y allá. Yo",femenino
text8673,1,7,joven,ADJ,2,advcl,era,AUX,0,totoro,"podía verlas también, cuando era joven. Así que, ustedes también",femenino
text8676,2,4,bueno,ADJ,8,advcl,son,AUX,0,totoro,"Abuela: Nada que asuste. Si ustedes son bueno, nos les harán nada malo.",masculino
text8676,2,10,malo,ADJ,9,amod,nada,PRON,0,totoro,"Abuela: Nada que asuste. Si ustedes son bueno, nos les harán nada malo.",masculino
text8682,1,6,asustada,ADJ,1,acl,está,AUX,0,totoro,Mei: Mei no está asustada.,femenino
text8692,1,11,fría,ADJ,10,obj,salga,VERB,0,totoro,"Abuela: Sigue bombeando, hasta que el agua salga fría.",femenino
text8701,1,9,embrujada,ADJ,1,acl,está,AUX,0,totoro,Kanta: YAH-H-H!! TU CASA ESTÁ EMBRUJADA!!!,femenino
text8706,1,3,dulce,ADJ,2,amod,pastel,NOUN,0,totoro,(pastel dulce de arroz).,neutral
text8715,1,6,vieja,ADJ,7,amod,esta,DET,0,totoro,"Mei: Papá, esta vieja casa se caerá.",femenino
text8717,1,3,extraños,ADJ,2,amod,ruidos,NOUN,0,totoro,(Ruidos extraños suenan....),masculino
text8720,1,6,asustada,ADJ,1,acl,está,AUX,0,totoro,"Mei: Mei no está asustada, Mei no está asustada.",femenino
text8720,1,11,asustada,ADJ,6,advcl,está,AUX,0,totoro,"Mei: Mei no está asustada, Mei no está asustada.",femenino
text8722,3,4,siguiente,ADJ,3,amod,mañana,NOUN,0,totoro,"árbol de alcanfor. A la mañana siguiente, lavando la ropa...)",neutral
text8725,1,7,lavada,ADJ,11,nsubj,la,DET,0,totoro,"Padre: Está bien, la lavada de ropa está terminada.",femenino
text8725,1,11,terminada,ADJ,4,advcl,está,AUX,0,totoro,"Padre: Está bien, la lavada de ropa está terminada.",femenino
text8730,1,5,buen,ADJ,6,amod,!,PUNCT,0,totoro,Satsuki: Abuela! Buen día!,neutral
text8731,1,6,duro,ADJ,4,advmod,muy,ADV,1,totoro,Padre: No trabaje muy duro!,masculino
text8740,1,3,buen,ADJ,4,amod,:,PUNCT,0,totoro,Satsuki: Buen día.,neutral
text8743,1,6,bueno,ADJ,1,acl,es,AUX,0,totoro,"Madre: Mei, es bueno verte!",masculino
text8744,1,7,equivocado,ADJ,6,amod,camino,NOUN,0,totoro,Mei: Papá tomó el camino equivocado.,masculino
text8749,1,5,feliz,ADJ,1,acl,tan,ADV,1,totoro,Madre: Estoy tan feliz de que todos hayan venido. Cómo es la nueva,neutral
text8749,2,4,nueva,ADJ,1,nsubj,la,DET,0,totoro,Madre: Estoy tan feliz de que todos hayan venido. Cómo es la nueva,femenino
text8752,2,3,embrujada,ADJ,2,amod,casa,NOUN,0,totoro,Madre: Qué? Una casa embrujada?,femenino
text8754,1,9,embrujadas,ADJ,8,amod,casas,NOUN,0,totoro,"Mei: Mamá, te gustan las casas embrujadas?",femenino
